unit_id	context	ru_source	target
370107	hub1_teahouse_1_1	Ну и кто это у нас?	Na, wen haben wir denn da?
370108	hub1_teahouse_1_2	О-о-о… какой милый лисёнок.	O-o-oh… was für ein süßes Füchslein.
370109	hub1_teahouse_1_3	И симпатичный наг…	Und ein hübscher Naga…
370110	hub1_teahouse_1_4	Даже не начинайте.	Fangt gar nicht erst an.
370111	hub1_teahouse_1_5	А зачем тогда пришли?	Warum seid ihr dann hier?
370112	hub1_teahouse_1_6	Чайный домик — не приют для бездомных.	Ein Teehaus ist kein Obdachlosenheim.
370113	hub1_teahouse_1_7	Мне нужен сопровождающий в город.	Ich brauche eine Begleitung in die Stadt.
370114	hub1_teahouse_1_8	ТЕБЕ?!	DU?!
370115	hub1_teahouse_1_9	Сопровождающий для дзинко?!	Eine Begleitung für einen Jinko?!
370116	hub1_teahouse_1_10	Мальчик, половина Империи захочет сдать за награду раньше…	Junge, die halbe Imperium wird dich für eine Belohnung ausliefern, bevor…
370117	hub1_teahouse_1_11	Чем ты дойдёшь до соседней улицы.	Du die nächste Straße erreichst.
370118	hub1_teahouse_1_12	Да понял я уже, хватит ржать.	Ich hab's kapiert, hör auf zu lachen.
370119	hub1_teahouse_1_13	А куда тебе вообще надо?	Wohin willst du überhaupt?
370120	hub1_teahouse_1_14	Вообще… нам нужна информация о дзинко. Документы, отчеты…	Nun ja… wir brauchen Informationen über Jinko. Dokumente, Berichte…
370121	hub1_teahouse_1_15	Может подскажите, где ее можно найти?	Könnten Sie uns vielleicht sagen, wo wir sie finden können?
370122	hub1_teahouse_1_16	Вам нужно в Архивы.	Sie müssen in die Archive.
370123	hub1_teahouse_1_17	Там хранятся все старые документы Империи.	Dort werden alle alten Dokumente des Imperiums aufbewahrt.
370124	hub1_teahouse_1_18	И как туда попасть?	Und wie kommt man da rein?
370125	hub1_teahouse_1_19	Какое совпадение.	Was für ein Zufall.
370126	hub1_teahouse_1_20	У меня предложение, которое будет выгодно нам обоим, молодой человек.	Ich habe einen Vorschlag, der für uns beide von Vorteil sein wird, junger Mann.
370127	hub1_teahouse_1_21	Доставь это послание нашему человеку в Нижнем Городе…	Überbringen Sie diese Nachricht unserem Mann in der Unterstadt…
370128	hub1_teahouse_1_22	И он даст тебе ключ от туннелей под городом.	Und er gibt dir den Schlüssel zu den Tunneln unter der Stadt.
370129	hub1_teahouse_1_23	Там можно попасть в Архив.	Dort kommst du ins Archiv.
370130	hub1_teahouse_1_24	Сделка?	Ein Geschäft?
370131	hub1_teahouse_1_25	Уговор.	Abgemacht.
370132	hub1_teahouse_1_26	Леон, ты с ума сошел? Как ты проберешься через Нижний город?	Leon, bist du verrückt geworden? Wie willst du durch die Unterstadt kommen?
370133	hub1_teahouse_1_27	По крышам.	Über die Dächer.
370134	hub1_teahouse_1_28	Ой, какой самоуверенный.	Oh, wie selbstbewusst.
370135	hub1_teahouse_1_29	Мне нравится.	Das gefällt mir.
370136	hub1_teahouse_1_30	Мне тоже.	Mir auch.
370137	hub1_teahouse_1_31	Я думаю у барахольщика Хадзуо ты найдешь что-нибудь…	Ich glaube, beim Trödler Hazuo findest du etwas …
370138	hub1_teahouse_1_32	Что поможет тебе в этом пути.	Was dir auf diesem Weg helfen wird.
370139	hub1_teahouse_1_33	Что именно?	Was genau?
370140	hub1_teahouse_1_34	Он же барахольщик. Какое-нибудь барахло.	Er ist ein Trödler. Irgendein Trödel.
370141	hub1_teahouse_1_35	Ладно, я загляну к нему.	Na gut, ich schau mal bei ihm vorbei.
370142	hub1_scrappy_1_1	А, мои племяннички вернулись!	Ah, meine Neffen sind zurück!
370143	hub1_scrappy_1_2	В поисках знаний, или вас привела нужда?	Auf der Suche nach Wissen, oder hat euch die Not hierhergeführt?
370144	hub1_scrappy_1_3	Нужно что-то, чтобы по крышам пройти.	Wir brauchen etwas, um über die Dächer zu kommen.
370145	hub1_scrappy_1_4	По крышам, говорите…	Über die Dächer, sagt ihr …
370146	hub1_scrappy_1_5	Ах! Это напоминает мне о мостах из бамбука времён императора Акито!	Ach! Das erinnert mich an die Bambusbrücken aus der Zeit von Kaiser Akito!
370147	hub1_scrappy_1_6	Знаете ли вы, что его войска…	Wisst ihr, dass seine Truppen …
370148	hub1_scrappy_1_7	Ты уверен, что у тебя в лавке вообще есть хоть что-то полезное?	Bist du sicher, dass du überhaupt etwas Nützliches in deinem Laden hast?
370149	hub1_scrappy_1_8	Вот, к примеру, веер придворной дамы.	Hier zum Beispiel, der Fächer einer Hofdame.
370150	hub1_scrappy_1_9	Когда она убегала к любовнику, этот звук маскировал её шаги…	Als sie zu ihrem Liebhaber floh, überdeckte dieses Geräusch ihre Schritte…
370151	hub1_scrappy_1_10	Может, у тебя есть ещё бамбуковая зубочистка?	Hast du vielleicht noch einen Bambus-Zahnstocher?
370152	hub1_scrappy_1_11	Тоже пригодится, ага.	Der wäre auch nützlich, ja.
370153	hub1_scrappy_1_12	Хадзуо, может быть, что-то попрактичнее?	Hazuo, vielleicht etwas Praktischeres?
370154	hub1_scrappy_1_13	А это — маска актёра.	Und das hier ist die Maske eines Schauspielers.
370155	hub1_scrappy_1_14	Один вор использовал её, чтобы стоять неподвижно на площади и притворяться статуей…	Ein Dieb benutzte sie, um unbeweglich auf dem Platz zu stehen und sich als Statue auszugeben…
370156	hub1_scrappy_1_15	ВСЁ, ХВАТИТ! Мне не нужна коллекция пиздежа!	ALLES KLAR, GENUG! Ich brauche keine Scheiß-Sammlung!
370157	hub1_scrappy_1_16	О! Инструмент кровельщиков.	Oh! Ein Werkzeug für Dachdecker.
370158	hub1_scrappy_1_17	С его помощью поднимали черепицу! Для тебя то, что нужно.	Damit wurden Dachziegel angehoben! Genau das Richtige für dich.
370159	hub1_scrappy_1_18	Наконец-то. Хоть раз твой мусор оказался в тему.	Endlich. Wenigstens einmal war dein Scheiß nützlich.
370160	hub1_scrappy_1_19	Спасибо, Хадзуо.	Danke, Hazuo.
370161	hub1_scrappy_1_20	История всегда знает, когда подоспеть.	Die Geschichte weiß immer, wann sie eingreifen muss.
370162	hub1_fisherman_quest_2_1	Малыш, а ты не видел тут рыбака?	Kleiner, hast du hier keinen Fischer gesehen?
370163	hub1_fisherman_quest_2_2	Не мешайте мне, я занят.	Stört mich nicht, ich bin beschäftigt.
370164	hub1_fisherman_quest_2_3	Пока не сделаю, меня не трогайте.	Solange ich es nicht geschafft habe, lasst mich in Ruhe.
370165	hub1_fisherman_quest_2_4	И че ты делаешь?	Und was machst du?
370166	hub1_fisherman_quest_2_5	Хочу чтобы моя лягушка допрыгала до корабля.	Ich will, dass mein Frosch zum Schiff springt.
370167	hub1_fisherman_quest_2_6	Дай сюда!	Gib her!
370168	hub1_fisherman_quest_2_7	Я ЩАС КОМУ ТО УШИ ПООТРЫВАЮ!	ICH REIẞE JEMANDEM GLEICH DIE OHREN AB!
370169	hub1_fisherman_quest_2_8	Твоя лягушка в трюме. Ну че, где рыбак?	Dein Frosch ist im Laderaum. Na, wo ist der Fischer?
370170	hub1_fisherman_quest_2_9	Вау! Какой ты сильный!	Wow! Du bist so stark!
370171	hub1_fisherman_quest_2_10	Да, дядя Унаги как всегда пьет, наверное. В банях.	Ja, Onkel Unagi trinkt wohl wie immer. In den Bädern.
370172	hub1_fisherman_quest_2_11	Меня это начинает раздражать.	Das fängt an, mich zu nerven.
370173	hub1_fisherman_quest_2_12	Это разве не легкое задание?	Ist das nicht eine leichte Aufgabe?
370174	hub1_fisherman_quest_2_13	Спасибо, мальчик! Ты нам очень помог!	Danke, Junge! Du hast uns sehr geholfen!
370175	hub1_fisherman_quest_2_14	Идем в баню.	Gehen wir ins Bad.
370176	hub1_guard_1_1	Смотри!	Schau!
370177	hub1_guard_1_2	За твою голову назначили награду!	Auf deinen Kopf wurde ein Kopfgeld ausgesetzt!
370178	hub1_guard_1_3	10 тысяч мон!	10 Tausend Mon!
370179	hub1_guard_1_4	Научись считать - ваще та 100 тысяч мон!	Lern zählen – es sind 100 Tausend Mon!
370180	hub1_guard_1_5	Я только приехал, а уже надо ломать морды.	Kaum angekommen, muss ich schon Fressen polieren.
370181	hub1_guard_1_6	Не-не-не, мне столько не платят, шобы я даже смотрел в твою сторону.	Nee, nee, nee, dafür werd ich nicht bezahlt, dass ich dich auch nur anseh.
370182	hub1_guard_1_7	Вы в баню шли? Вот и идите. Иннара в помощь.	Ihr wolltet ins Bad? Dann geht. Inara helfe euch.
370183	hub1_fisherman_quest_3_1	О, новые клиенты? Заходите, располагайтесь.	Oh, neue Kunden? Kommt rein, macht’s euch bequem.
370184	hub1_fisherman_quest_3_2	А ничего, что мы нелюди?	Ist es egal, dass wir Nichtmenschen sind?
370185	hub1_fisherman_quest_3_3	Мне все равно шерстяной ты или кожаный.	Mir ist egal, ob du behaart oder glatt bist.
370186	hub1_fisherman_quest_3_4	Хорошая баня нужна всем.	Ein gutes Bad braucht jeder.
370187	hub1_fisherman_quest_3_5	Да и у нас тут не такое не смотрят.	Und wir hier sind so einiges gewohnt.
370188	hub1_fisherman_quest_3_6	Мокрая шерсть воняет.	Nasses Fell stinkt.
370189	hub1_fisherman_quest_3_7	Вот кого я не люблю, так это алкоголиков.	Wen ich nicht mag, das sind Alkoholiker.
370190	hub1_fisherman_quest_3_8	…	…
370191	hub1_fisherman_quest_3_9	Ну да, я дал ему саке. Но кто же знал, что он так нажрется.	Na ja, ich hab ihm Sake gegeben. Aber wer konnte wissen, dass er sich so besäuft.
370192	hub1_fisherman_quest_3_10	Хотя… он каждый раз так нажирается.	Obwohl… er besäuft sich jedes Mal so.
370193	hub1_fisherman_quest_3_11	Рыбак Унаги?	Fischer Unagi?
370194	hub1_fisherman_quest_3_12	Че надо?! Я отдыхаю.	Was willst du?! Ich entspanne mich.
370195	hub1_fisherman_quest_3_13	Ты меня достал.	Du gehst mir auf die Nerven.
370196	hub1_fisherman_quest_3_14	Ребят, выведите этого алкаша и сможете за мой счет потом попариться.	Leute, bringt diesen Säufer raus, dann könnt ihr euch später auf meine Kosten in den Bädern entspannen.
370197	hub1_fisherman_quest_3_15	Слышь!	Hör mal!
370198	hub1_fisherman_quest_3_16	Нам нужен нефритовый угорь для раменщика. Ты его поймал.	Wir brauchen den Jadeaal für den Ramen-Koch. Du hast ihn gefangen.
370199	hub1_fisherman_quest_3_17	Может и поймал! А может и не поймал…	Vielleicht habe ich ihn gefangen! Oder vielleicht auch nicht…
370200	hub1_fisherman_quest_3_18	Тащи опохмел. Без этого я с места не сдвинусь.	Hol mir einen Kater-Trank. Ohne den rühre ich mich nicht vom Fleck.
370201	hub1_fisherman_quest_3_19	Я тебя сейчас сам двину!	Ich bewege dich gleich selbst!
370202	hub1_fisherman_quest_3_20	Леон, успокойся. Я могу легко сделать то, что приведет его в чувство.	Leon, beruhige dich. Ich kann leicht etwas tun, das ihn wieder zu Sinnen bringt.
370203	hub1_fisherman_quest_3_21	Нужно лишь немного трав.	Ich brauche nur ein paar Kräuter.
370204	hub1_fisherman_quest_3_22	Здесь должна быть лавка травника.	Hier sollte ein Kräuterladen sein.
370205	hub1_fisherman_quest_3_23	Ну пойдем поищем.	Na dann, lass uns suchen gehen.
370206	hub1_asuna_archive_1_1	О, приятно увидеть новый лица в Трущобах.	Oh, es ist schön, neue Gesichter in den Elendsvierteln zu sehen.
370207	hub1_asuna_archive_1_2	Особенно такие необычные, как у вас.	Besonders so ungewöhnliche wie eure.
370208	hub1_asuna_archive_1_3	Да, мы только приехали!	Ja, wir sind gerade erst angekommen!
370209	hub1_asuna_archive_1_4	Я еще не видел такой большой лавки с травами!	Ich habe noch nie einen so großen Kräuterladen gesehen!
370210	hub1_asuna_archive_1_5	У вас тут столько всего! Даже желтый многолетник есть!	Ihr habt hier so viel! Sogar eine gelbe Staude!
370211	hub1_asuna_archive_1_6	Я его давно не видел.	Die habe ich schon lange nicht mehr gesehen.
370212	hub1_asuna_archive_1_7	Может хватит трепаться? Мы вроде по делу пришли.	Können wir aufhören zu quatschen? Wir sind doch geschäftlich hier.
370213	hub1_asuna_archive_1_8	Или мне вас оставить вдвоем?	Oder soll ich euch beide allein lassen?
370214	hub1_asuna_archive_1_9	Можешь и оставить. Я не против.	Kannst du ruhig. Ich habe nichts dagegen.
370215	hub1_asuna_archive_1_10	Думаю, двоим нагам всегда есть о чем поговорить…	Ich denke, zwei Nagas haben sich immer etwas zu erzählen…
370216	hub1_asuna_archive_1_11	А у тебя горячее сердце. Я чувствую даже отсюда.	Und du hast ein heißes Herz. Das spüre ich sogar von hier.
370217	hub1_asuna_archive_1_12	Наверное, как и у всех дзинко	Wahrscheinlich wie alle Jinko
370218	hub1_asuna_archive_1_13	И много ты видела дзинко?	Und wie viele Jinko hast du gesehen?
370219	hub1_asuna_archive_1_14	Ты первый. Они же главные враги империи, так что их всех переловили.	Du bist der erste. Sie sind die Hauptfeinde des Imperiums, also wurden sie alle gefangen.
370220	hub1_asuna_archive_1_15	Я удивлена, что ты разгуливаешь без ошейника.	Ich bin überrascht, dass du ohne Halsband herumläufst.
370221	hub1_asuna_archive_1_16	Тут за каждым дзинко учет и слежка, не дай боги хоть один сбежит.	Jeder Jinko wird hier registriert und überwacht, Gott bewahre, dass auch nur einer entkommt.
370222	hub1_asuna_archive_1_17	И где этот «учет» можно посмотреть?	Und wo kann ich diese „Registrierung“ einsehen?
370223	hub1_asuna_archive_1_18	Я точно не знаю, но… я бы искала в Императорских архивах.	Ich weiß es nicht genau, aber… ich würde in den Kaiserlichen Archiven suchen.
370224	hub1_asuna_archive_1_19	Там же буквально ВСЯ информация в Империи хранится.	Dort werden buchstäblich ALLE Informationen des Imperiums aufbewahrt.
370225	hub1_asuna_archive_1_20	Наконец-то хоть что- то полезное!	Endlich mal etwas Nützliches!
370226	hub1_asuna_archive_1_21	Вообще мы хотели купить сушёный корень имбиря и чёрный лотос.	Eigentlich wollten wir getrocknete Ingwerwurzel und schwarzen Lotus kaufen.
370227	hub1_asuna_archive_1_22	У тебя найдется?	Hast du das?
370228	hub1_asuna_archive_1_23	У тебя найдется?	Hast du etwas?
370229	hub1_asuna_archive_1_24	Для тебя все найдется.	Für dich findet sich alles.
370230	hub1_asuna_archive_1_25	Теперь понятно где искать информацию об Аки.	Jetzt weiß ich, wo ich nach Informationen über Aki suchen muss.
370231	hub1_fisherman_quest_4_1	Ух, сразу жить захотелось. Спасибо вам, ребятки.	Uff, da will man gleich wieder leben. Danke euch, Jungs.
370232	hub1_fisherman_quest_4_2	Угорь где?	Wo ist der Aal?
370233	hub1_fisherman_quest_4_3	Да я его продал в гейшам в чайном домике.	Den habe ich den Geishas im Teehaus verkauft.
370234	hub1_fisherman_quest_4_4	Они мои любимые покупательницы.	Sie sind meine Lieblingskundinnen.
370235	hub1_fisherman_quest_4_5	БЛЯЯЯЯЯ…	SCHEEEEIIIIẞEEEE…
370236	hub1_fisherman_quest_4_6	Ладно. Чайный домик.	Na gut. Teehaus.
370237	hub1_teahouse_2_1	Цуру, ты доставишь послание.	Tsuru, du lieferst die Nachricht ab.
370238	hub1_teahouse_2_2	Вынуждена отказать, госпожа Яэко. Я не хочу, чтобы меня видели в этом районе.	Ich muss ablehnen, Lady Yaeko. Ich möchte in diesem Viertel nicht gesehen werden.
370239	hub1_teahouse_2_3	Купец Сэго подумает, что я обслуживаю его конкурентов. А он мой лучший клиент.	Händler Sego würde denken, ich bediene seine Konkurrenten. Und er ist mein bester Kunde.
370240	hub1_teahouse_2_4	Я могу сходить, госпожа Яэко.	Ich kann gehen, Lady Yaeko.
370241	hub1_teahouse_2_5	Момо, ты нюня и плакса. Ты все испоганишь. Поэтому пойти должна Цуру.	Momo, du bist ein Weichei und eine Heulsuse. Du wirst alles versauen. Deshalb muss Tsuru gehen.
370242	hub1_teahouse_2_6	Вы оглохли, госпожа Яэко? Я СКАЗАЛА, Я НИКУДА НЕ ПОЙДУ!	Sind Sie taub, Lady Yaeko? Ich HABE GESAGT, ICH GEHE NIRGENDWO HIN!
370243	hub1_teahouse_2_7	Как будто у тебя есть выбор! Запомни, соплячка, ты моя собственность!	Als ob du eine Wahl hättest! Merk dir, Göre, du bist mein Eigentum!
370244	hub1_teahouse_2_8	Пока я приношу больше всего мон чайному домику, то могу делать что захочу.	Solange ich dem Teehaus die meisten Mon einbringe, kann ich tun, was ich will.
370245	hub1_teahouse_2_9	Ах, ты мелкая дрянь…	Ach, du kleines Miststück…
370246	hub1_teahouse_2_10	Извините, дамы, можно помешать вашей беседе…	Entschuldigen Sie, meine Damen, darf ich Ihr Gespräch unterbrechen…
370247	hub1_teahouse_2_11	А вам что надо, оборванцы?	Und was wollt ihr, Lumpen?
370248	hub1_teahouse_2_12	По вам сразу видно, что у вас нет денег, чтобы даже рядом с чайным домиком постоять.	Man sieht Ihnen sofort an, dass Sie nicht einmal das Geld haben, um in der Nähe des Teehauses zu stehen.
370249	hub1_teahouse_2_13	Как хорошо, что мои кулаки бесплатные.	Wie gut, dass meine Fäuste gratis sind.
370250	hub1_teahouse_2_14	Извините, нам просто нужно забрать угря, которого вам продали утром.	Entschuldigen Sie, wir müssen nur den Aal holen, den Sie heute Morgen verkauft haben.
370251	hub1_teahouse_2_15	АХХАХАХА, мальчики, у вас проблемы с вашими нефритовыми жезлами?	AHAHAHAHA, Jungs, habt ihr Probleme mit euren Jade-Stäben?
370252	hub1_teahouse_2_16	Че?	Was?
370253	hub1_teahouse_2_17	Просто порошок из этой рыбы помогает мужчинам, чтобы их… жезл… ну, дольше…	Das Pulver von diesem Fisch hilft Männern, damit ihr… Stab… nun ja, länger…
370254	hub1_teahouse_2_18	По ним видно, что они нуждаются в этом.	Man sieht ihnen an, dass sie es brauchen.
370255	hub1_teahouse_2_19	ВСЕ! Хорошо, что мне все равно кому бить морду.	ALLES KLAR! Gut, dass es mir egal ist, wem ich die Fresse poliere.
370256	hub1_teahouse_2_20	Потише, потише, мальчик. Угря уже приготовили на кухне и подали клиентам.	Ruhig, ruhig, Junge. Der Aal wurde bereits in der Küche zubereitet und den Gästen serviert.
370257	hub1_teahouse_2_21	Ты опоздал, к сожалению.	Sie sind leider zu spät.
370258	hub1_teahouse_2_22	Да и не советую тебе размахивать кулаками. У меня связи по всему городу.	Ich rate dir auch, die Fäuste stecken zu lassen. Ich habe Verbindungen in der ganzen Stadt.
