unit_id	context	ru_source	target
343608	hub1_ramen_1_3	Нет. У нас в деревне такого не готовили.	Non. Dans notre village, on ne préparait pas ça.
343609	hub1_ramen_1_4	А потом я ел только… с пола…	Et après, je n'ai mangé que… par terre…
343610	hub1_ramen_1_5	Ясно.	Je vois
343611	hub1_ramen_1_6	Попробуй скорее. Тебе понравится.	Goûte vite. Tu vas aimer.
343612	hub1_ramen_1_7	ЕБАТЬ. КАК. ВКУСНО.	PUTAIN. QUE. C'EST. BON.
343613	hub1_ramen_1_9	Я всегда говорю. Ешь рамен - БУДЕШЬ КАК КАМЕНЬ!	Je dis toujours. Mange du ramen — TU SERAS SOLIDE COMME UN ROC !
343614	hub1_ramen_1_10	ЗАТКНИСЬ, СТАРЫЙ! Не приставай к ним!	TAIS-TOI, VIEUX ! Ne les embête pas
343615	hub1_ramen_1_11	Да я ничего не делал!	Mais je n'ai rien fait
343616	hub1_ramen_1_12	Вот и не делай!	Alors ne fais rien
343617	hub1_ramen_1_13	Нам нужно где-то остановиться.	Nous devons nous arrêter quelque part
343618	hub1_ramen_1_14	Мне все равно!	Je m'en fous
343619	hub1_ramen_1_15	Я хочу только узнать, кому продали мою сестру!	Je veux juste savoir à qui ma sœur a été vendue !
343620	hub1_ramen_1_16	И как ты это сделаешь?	Et comment vas-tu faire ça ?
343621	hub1_ramen_1_17	Без понятия.	Aucune idée.
343622	hub1_ramen_1_18	Нам нужна комната на несколько дней.	Il nous faut une chambre pour quelques jours
343623	hub1_ramen_1_19	Отлично! А мне нужны постояльцы!	Parfait ! Et moi, j’ai besoin de clients !
343624	hub1_ramen_1_20	Ты подслушивал?	Tu écoutais aux portes ?
343625	hub1_ramen_1_21	Так я всегда подслушиваю.	J’écoute toujours aux portes.
343626	hub1_ramen_1_22	Вы можете спать в подсобке за раменной.	Vous pouvez dormir dans l’arrière-boutique, derrière le ramen-ya
343627	hub1_ramen_1_23	Только учтите! Все шиитаке посчитаны.	Mais attention ! Tous les shiitake sont comptés.
343628	hub1_ramen_1_24	… что за нахрен шиитаке…	… c’est quoi, ces putains de shiitake…
343629	hub1_ramen_1_25	Мы бы с радостью у вас остановились.	Nous serions ravis de rester chez vous
343630	hub1_ramen_1_26	Но у нас совсем немного денег.	Mais nous avons très peu d’argent.
343631	hub1_ramen_1_27	А мне и не нужны деньги.	Je n’ai pas besoin d’argent.
343632	hub1_ramen_1_28	Я на вас новые рецепты раменов опробую! По рукам?	Je vais tester de nouvelles recettes de ramen sur vous ! Marché conclu ?
343633	hub1_ramen_1_29	По рукам!	Marché conclu !
343634	hub1_ramen_1_30	А нам бы еще какого-нибудь проводника для города…	Il nous faudrait aussi un guide pour la ville…
343635	hub1_ramen_1_31	Мы тут совсем не ориентируемся…	Nous ne nous y retrouvons pas du tout…
343636	hub1_ramen_1_32	Никто из наших отсюда носа не высунет в Столицу…	Aucun des nôtres ne mettra le nez dehors dans la Capitale…
343637	hub1_ramen_1_33	Хотя, загляните в чайный домик.	Cependant, passez au salon de thé.
343638	hub1_ramen_1_34	Девочки госпожи Яэко частенько в городе бывают.	Les filles de Madame Yaeko sont souvent en ville.
343639	hub1_ramen_1_35	Как их найти?	Comment les trouver ?
343640	hub1_ramen_1_36	Вот тут у нас главное место Рыбного тупика - моя раменная!	Ici, c'est le cœur du Cul-de-sac des Poissons, mon Ramen-ya !
343641	hub1_ramen_1_37	Но это вы и так знаете.	Mais ça, vous le savez déjà.
343642	hub1_ramen_1_38	Пойдете вот сюда - окажетесь на пристани.	Si vous allez par là, vous arriverez au quai.
343643	hub1_ramen_1_39	Вот на этот корабль лучше не соваться.	Mieux vaut ne pas s’aventurer sur ce bateau
343644	hub1_ramen_1_40	Если конечно не хотите встретиться с морскими волками.	À moins que vous ne vouliez rencontrer les loups de mer
343645	hub1_ramen_1_41	Свернете сюда и окажетесь в банях, шикарное место для отдыха.	Tournez ici et vous serez aux bains, un endroit magnifique pour se détendre.
343646	hub1_ramen_1_42	Тут будет лавка травника,	Ici, il y aura la boutique de l’herboriste,
343647	hub1_ramen_1_43	а тут барахолка.	et là, le marché aux puces
343648	hub1_ramen_1_44	А прямо над нами находится чайный домик.	Et juste au-dessus de nous se trouve la maison de thé
343649	hub1_ramen_1_45	Если запутаетесь, изучите нашу карту.	Si vous êtes perdu, consultez notre carte
343650	hub1_ramen_1_46	Ясно, погнали.	Clair, allons-y
343651	hub1_fisherman_quest_1_1	Вот что еще вспомнил…	Ah, et j’ai aussi pensé à…
343652	hub1_fisherman_quest_1_2	Может сделаете для меня кое-чего, молодежь?	Vous ne pourriez pas me rendre un service, les jeunes ?
343653	hub1_fisherman_quest_1_3	А то мне самому лень.	J'ai la flemme de le faire moi-même.
343654	hub1_fisherman_quest_1_4	Вам по пути!	C'est sur votre chemin !
343655	hub1_fisherman_quest_1_5	Ладно, что нужно?	Bon, qu'est-ce qu'il faut ?
343656	hub1_fisherman_quest_1_6	Заберите у рыбака на пристани нефритового угря…	Allez chercher une anguille de jade auprès du pêcheur sur le quai…
343657	hub1_fisherman_quest_1_7	Приготовлю божественный рамен!	Je préparerai un ramen divin !
343658	hub1_fisherman_quest_1_8	Всего-то? Да без проблем.	C'est tout ? Pas de problème.
343659	hub1_fisherman_quest_1_9	Сейчас вообще не до того, извини.	Je n'ai pas le temps pour ça, désolé
343660	hub1_fisherman_quest_1_10	Эх, ладно. Выгуляю свои старые кости.	Pff, d'accord. Je vais dégourdir mes vieilles jambes
343661	hub1_teahouse_1_1	Ну и кто это у нас?	Mais qui avons-nous là ?
343662	hub1_teahouse_1_2	О-о-о… какой милый лисёнок.	Oh-oh-oh… quel mignon petit renard.
343663	hub1_teahouse_1_3	И симпатичный наг…	Et un Naga plutôt charmant…
343664	hub1_teahouse_1_4	Даже не начинайте.	Ne commencez même pas.
343665	hub1_teahouse_1_5	А зачем тогда пришли?	Alors pourquoi êtes-vous venu ?
343666	hub1_teahouse_1_6	Чайный домик — не приют для бездомных.	La Maison de Thé n’est pas un refuge pour les sans-abri.
343667	hub1_teahouse_1_7	Мне нужен сопровождающий в город.	J’ai besoin d’un guide pour la ville.
343668	hub1_teahouse_1_8	ТЕБЕ?!	TOI ?!
343669	hub1_teahouse_1_9	Сопровождающий для дзинко?!	Un guide pour un Jinko ?!
343670	hub1_teahouse_1_10	Мальчик, половина Империи захочет сдать за награду раньше…	Mon garçon, la moitié de l’Empire voudra te livrer pour la récompense avant…
343671	hub1_teahouse_1_11	Чем ты дойдёшь до соседней улицы.	Que tu n’atteignes la rue d’à côté.
343672	hub1_teahouse_1_12	Да понял я уже, хватит ржать.	J'ai compris, arrête de te marrer.
343673	hub1_teahouse_1_13	А куда тебе вообще надо?	Mais où tu dois aller, au juste ?
343674	hub1_teahouse_1_14	Вообще… нам нужна информация о дзинко. Документы, отчеты…	En fait… nous cherchons des informations sur les Jinko. Des documents, des rapports…
343675	hub1_teahouse_1_15	Может подскажите, где ее можно найти?	Pourriez-vous nous dire où les trouver ?
343676	hub1_teahouse_1_16	Вам нужно в Архивы.	Vous devez aller aux Archives.
343677	hub1_teahouse_1_17	Там хранятся все старые документы Империи.	Tous les anciens documents de l'Empire y sont conservés.
343678	hub1_teahouse_1_18	И как туда попасть?	Et comment on y va ?
343679	hub1_teahouse_1_19	Какое совпадение.	Quelle coïncidence.
343680	hub1_teahouse_1_20	У меня предложение, которое будет выгодно нам обоим, молодой человек.	J'ai une proposition qui nous sera profitable à tous les deux, jeune homme.
343681	hub1_teahouse_1_21	Доставь это послание нашему человеку в Нижнем Городе…	Remets ce message à notre contact dans la Ville Basse…
343682	hub1_teahouse_1_22	И он даст тебе ключ от туннелей под городом.	Et il te donnera la clé des tunnels sous la ville.
343683	hub1_teahouse_1_23	Там можно попасть в Архив.	Tu pourras y accéder aux Archives.
343684	hub1_teahouse_1_24	Сделка?	Marché conclu ?
343685	hub1_teahouse_1_25	Уговор.	Marché conclu.
343686	hub1_teahouse_1_26	Леон, ты с ума сошел? Как ты проберешься через Нижний город?	Leon, tu es fou ? Comment vas-tu traverser la Ville Basse ?
343687	hub1_teahouse_1_27	По крышам.	Par les toits.
343688	hub1_teahouse_1_28	Ой, какой самоуверенный.	Oh, comme il est sûr de lui.
343689	hub1_teahouse_1_29	Мне нравится.	J'aime bien.
343690	hub1_teahouse_1_30	Мне тоже.	Moi aussi
343691	hub1_teahouse_1_31	Я думаю у барахольщика Хадзуо ты найдешь что-нибудь…	Je pense que tu trouveras quelque chose chez le brocanteur Hazuo…
343692	hub1_teahouse_1_32	Что поможет тебе в этом пути.	Ce qui t'aidera sur ce chemin.
343693	hub1_teahouse_1_33	Что именно?	Quoi donc ?
343694	hub1_teahouse_1_34	Он же барахольщик. Какое-нибудь барахло.	C'est un brocanteur. N'importe quelle babiole.
343695	hub1_teahouse_1_35	Ладно, я загляну к нему.	D'accord, j'irai le voir.
343696	hub1_scrappy_1_1	А, мои племяннички вернулись!	Ah, mes neveux sont de retour
343697	hub1_scrappy_1_2	В поисках знаний, или вас привела нужда?	En quête de savoir, ou la nécessité vous a-t-elle amenés ici ?
343698	hub1_scrappy_1_3	Нужно что-то, чтобы по крышам пройти.	Il nous faut quelque chose pour passer par les toits.
343699	hub1_scrappy_1_4	По крышам, говорите…	Par les toits, dites-vous…
343700	hub1_scrappy_1_5	Ах! Это напоминает мне о мостах из бамбука времён императора Акито!	Ah ! Cela me rappelle les ponts de bambou du temps de l'empereur Akito
343701	hub1_scrappy_1_6	Знаете ли вы, что его войска…	Savez-vous que ses troupes…
343702	hub1_scrappy_1_7	Ты уверен, что у тебя в лавке вообще есть хоть что-то полезное?	Es-tu sûr que ta boutique a quoi que ce soit d'utile ?
343703	hub1_scrappy_1_8	Вот, к примеру, веер придворной дамы.	Tiens, par exemple, l'éventail d'une dame de cour.
343704	hub1_scrappy_1_9	Когда она убегала к любовнику, этот звук маскировал её шаги…	Quand elle s'enfuyait avec son amant, ce son masquait ses pas…
343705	hub1_scrappy_1_10	Может, у тебя есть ещё бамбуковая зубочистка?	Tu aurais aussi un cure-dent en bambou ?
343706	hub1_scrappy_1_11	Тоже пригодится, ага.	Ça me serait utile aussi, ouais.
343707	hub1_scrappy_1_12	Хадзуо, может быть, что-то попрактичнее?	Hazuo, peut-être quelque chose de plus pratique ?
343708	hub1_scrappy_1_13	А это — маска актёра.	Et ça, c'est le masque d'un acteur.
343709	hub1_scrappy_1_14	Один вор использовал её, чтобы стоять неподвижно на площади и притворяться статуей…	Un voleur l'utilisait pour rester immobile sur la place et faire semblant d'être une statue…
343710	hub1_scrappy_1_15	ВСЁ, ХВАТИТ! Мне не нужна коллекция пиздежа!	ÇA SUFFIT, BORDEL ! Je n'ai pas besoin d'une collection de conneries !
343711	hub1_scrappy_1_16	О! Инструмент кровельщиков.	Oh ! Un outil de couvreur.
343712	hub1_scrappy_1_17	С его помощью поднимали черепицу! Для тебя то, что нужно.	On s’en servait pour soulever les tuiles ! C’est exactement ce qu’il te faut.
343713	hub1_scrappy_1_18	Наконец-то. Хоть раз твой мусор оказался в тему.	Enfin. Pour une fois que tes conneries sont utiles.
343714	hub1_scrappy_1_19	Спасибо, Хадзуо.	Merci, Hazuo.
343715	hub1_scrappy_1_20	История всегда знает, когда подоспеть.	L’Histoire sait toujours quand intervenir.
343716	hub1_fisherman_quest_2_1	Малыш, а ты не видел тут рыбака?	Petit, tu n’aurais pas vu un pêcheur par ici ?
343717	hub1_fisherman_quest_2_2	Не мешайте мне, я занят.	Ne me dérangez pas, je suis occupé
343718	hub1_fisherman_quest_2_3	Пока не сделаю, меня не трогайте.	Tant que je n’ai pas fini, ne me touchez pas.
343719	hub1_fisherman_quest_2_4	И че ты делаешь?	Et tu fais quoi, là ?
343720	hub1_fisherman_quest_2_5	Хочу чтобы моя лягушка допрыгала до корабля.	Je veux que ma grenouille saute jusqu’au bateau.
343721	hub1_fisherman_quest_2_6	Дай сюда!	Donne-moi ça !
343722	hub1_fisherman_quest_2_7	Я ЩАС КОМУ ТО УШИ ПООТРЫВАЮ!	JE VAIS ARRACHER LES OREILLES À QUELQU'UN, LÀ
343723	hub1_fisherman_quest_2_8	Твоя лягушка в трюме. Ну че, где рыбак?	Ta grenouille est dans la cale. Alors, il est où, le pêcheur ?
343724	hub1_fisherman_quest_2_9	Вау! Какой ты сильный!	Waouh ! Tu es si fort !
343725	hub1_fisherman_quest_2_10	Да, дядя Унаги как всегда пьет, наверное. В банях.	Oui, oncle Unagi boit comme d'habitude, sûrement. Aux Bains.
343726	hub1_fisherman_quest_2_11	Меня это начинает раздражать.	Ça commence à m'énerver.
343727	hub1_fisherman_quest_2_12	Это разве не легкое задание?	Ce n'est pas une tâche facile, ça ?
343728	hub1_fisherman_quest_2_13	Спасибо, мальчик! Ты нам очень помог!	Merci, petit ! Tu nous as beaucoup aidés
343729	hub1_fisherman_quest_2_14	Идем в баню.	Allons aux Bains
343730	hub1_guard_1_1	Смотри!	Regarde !
343731	hub1_guard_1_2	За твою голову назначили награду!	Une récompense a été mise sur ta tête
343732	hub1_guard_1_3	10 тысяч мон!	10 000 mons !
343733	hub1_guard_1_4	Научись считать - ваще та 100 тысяч мон!	Apprends à compter, c'est 100 000 mons
343734	hub1_guard_1_5	Я только приехал, а уже надо ломать морды.	Je viens d'arriver et je dois déjà casser des gueules.
343735	hub1_guard_1_6	Не-не-не, мне столько не платят, шобы я даже смотрел в твою сторону.	Non, non, non, je ne suis pas payé assez pour même te regarder.
343736	hub1_guard_1_7	Вы в баню шли? Вот и идите. Иннара в помощь.	Vous alliez aux bains ? Alors allez-y. Inara vous aide.
343737	hub1_fisherman_quest_3_1	О, новые клиенты? Заходите, располагайтесь.	Oh, de nouveaux clients ? Entrez, installez-vous.
343738	hub1_fisherman_quest_3_2	А ничего, что мы нелюди?	Ça ne vous dérange pas qu'on soit des Non-humains ?
343739	hub1_fisherman_quest_3_3	Мне все равно шерстяной ты или кожаный.	Que tu sois poilu ou à peau, je m'en fiche.
343740	hub1_fisherman_quest_3_4	Хорошая баня нужна всем.	Un bon bain, tout le monde en a besoin.
343741	hub1_fisherman_quest_3_5	Да и у нас тут не такое не смотрят.	Et puis, on n'est pas si regardant ici.
343742	hub1_fisherman_quest_3_6	Мокрая шерсть воняет.	La fourrure mouillée, ça pue.
343743	hub1_fisherman_quest_3_7	Вот кого я не люблю, так это алкоголиков.	Ceux que je n'aime pas, ce sont les alcooliques.
343744	hub1_fisherman_quest_3_8	…	…
343745	hub1_fisherman_quest_3_9	Ну да, я дал ему саке. Но кто же знал, что он так нажрется.	Oui, je lui ai donné du saké. Mais qui aurait cru qu'il se saoulerait à ce point.
343746	hub1_fisherman_quest_3_10	Хотя… он каждый раз так нажирается.	Pourtant… il se saoule comme ça à chaque fois.
343747	hub1_fisherman_quest_3_11	Рыбак Унаги?	Le pêcheur Unagi ?
343748	hub1_fisherman_quest_3_12	Че надо?! Я отдыхаю.	Qu'est-ce que tu veux ?! Je me repose.
343749	hub1_fisherman_quest_3_13	Ты меня достал.	Tu me fatigues.
343750	hub1_fisherman_quest_3_14	Ребят, выведите этого алкаша и сможете за мой счет потом попариться.	Les gars, sortez cet ivrogne et vous pourrez vous détendre à mes frais après.
343751	hub1_fisherman_quest_3_15	Слышь!	Hé
343752	hub1_fisherman_quest_3_16	Нам нужен нефритовый угорь для раменщика. Ты его поймал.	Il nous faut l'anguille de jade pour le ramen-ya. Tu l'as pêchée.
343753	hub1_fisherman_quest_3_17	Может и поймал! А может и не поймал…	Peut-être que oui ! Ou peut-être pas…
343754	hub1_fisherman_quest_3_18	Тащи опохмел. Без этого я с места не сдвинусь.	Apporte-moi un remède contre la gueule de bois. Sans ça, je ne bougerai pas d'ici.
343755	hub1_fisherman_quest_3_19	Я тебя сейчас сам двину!	Je vais te bouger moi-même
343756	hub1_fisherman_quest_3_20	Леон, успокойся. Я могу легко сделать то, что приведет его в чувство.	Leon, calme-toi. Je peux facilement faire quelque chose pour le remettre d'aplomb
343757	hub1_fisherman_quest_3_21	Нужно лишь немного трав.	Il suffit de quelques herbes.
343758	hub1_fisherman_quest_3_22	Здесь должна быть лавка травника.	Il devrait y avoir une herboristerie ici.
343759	hub1_fisherman_quest_3_23	Ну пойдем поищем.	Eh bien, allons chercher.
343760	hub1_asuna_archive_1_1	О, приятно увидеть новый лица в Трущобах.	Oh, c'est agréable de voir de nouveaux visages dans les Bas-Fonds.
343761	hub1_asuna_archive_1_2	Особенно такие необычные, как у вас.	Surtout des visages aussi inhabituels que les vôtres.
343762	hub1_asuna_archive_1_3	Да, мы только приехали!	Oui, nous venons d’arriver
343763	hub1_asuna_archive_1_4	Я еще не видел такой большой лавки с травами!	Je n’ai jamais vu une herboristerie aussi grande
343764	hub1_asuna_archive_1_5	У вас тут столько всего! Даже желтый многолетник есть!	Vous avez tellement de choses ici ! Il y a même une plante vivace jaune !
343765	hub1_asuna_archive_1_6	Я его давно не видел.	Je ne l’avais pas vue depuis longtemps.
343766	hub1_asuna_archive_1_7	Может хватит трепаться? Мы вроде по делу пришли.	Ça suffit de jacasser ? On est venus pour une raison, non ?
343767	hub1_asuna_archive_1_8	Или мне вас оставить вдвоем?	Ou je vous laisse tous les deux ?
343768	hub1_asuna_archive_1_9	Можешь и оставить. Я не против.	Tu peux nous laisser. Ça ne me dérange pas
343769	hub1_asuna_archive_1_10	Думаю, двоим нагам всегда есть о чем поговорить…	Je pense que deux Nagas ont toujours des choses à se dire…
343770	hub1_asuna_archive_1_11	А у тебя горячее сердце. Я чувствую даже отсюда.	Et tu as un cœur ardent. Je le sens même d’ici
343771	hub1_asuna_archive_1_12	Наверное, как и у всех дзинко	Probablement comme tous les Jinkos
343772	hub1_asuna_archive_1_13	И много ты видела дзинко?	Et tu as vu beaucoup de Jinko ?
343773	hub1_asuna_archive_1_14	Ты первый. Они же главные враги империи, так что их всех переловили.	Tu es le premier. Ce sont les principaux ennemis de l'Empire, alors ils ont tous été capturés.
343774	hub1_asuna_archive_1_15	Я удивлена, что ты разгуливаешь без ошейника.	Je suis surprise que tu te promènes sans collier.
343775	hub1_asuna_archive_1_16	Тут за каждым дзинко учет и слежка, не дай боги хоть один сбежит.	Chaque Jinko est enregistré et surveillé ici, pour que pas un seul ne s'échappe, par les dieux.
343776	hub1_asuna_archive_1_17	И где этот «учет» можно посмотреть?	Et où peut-on consulter cet « enregistrement » ?
343777	hub1_asuna_archive_1_18	Я точно не знаю, но… я бы искала в Императорских архивах.	Je ne sais pas exactement, mais… je chercherais dans les Archives Impériales.
343778	hub1_asuna_archive_1_19	Там же буквально ВСЯ информация в Империи хранится.	Toutes les informations de l'Empire y sont littéralement stockées.
343779	hub1_asuna_archive_1_20	Наконец-то хоть что- то полезное!	Enfin, quelque chose d'utile !
343780	hub1_asuna_archive_1_21	Вообще мы хотели купить сушёный корень имбиря и чёрный лотос.	En fait, nous voulions acheter de la racine de gingembre séchée et du lotus noir.
343781	hub1_asuna_archive_1_22	У тебя найдется?	Tu en as ?
343782	hub1_asuna_archive_1_23	У тебя найдется?	Tu en as un ?
343783	hub1_asuna_archive_1_24	Для тебя все найдется.	J'en ai toujours un pour toi.
343784	hub1_asuna_archive_1_25	Теперь понятно где искать информацию об Аки.	Maintenant, je sais où chercher des informations sur Aki.
343785	hub1_fisherman_quest_4_1	Ух, сразу жить захотелось. Спасибо вам, ребятки.	Ouf, ça me donne envie de vivre. Merci, les gars.
343786	hub1_fisherman_quest_4_2	Угорь где?	Où est l'anguille ?
343787	hub1_fisherman_quest_4_3	Да я его продал в гейшам в чайном домике.	Je l'ai vendue aux geishas de la Maison de Thé.
343788	hub1_fisherman_quest_4_4	Они мои любимые покупательницы.	Ce sont mes clientes préférées.
343789	hub1_fisherman_quest_4_5	БЛЯЯЯЯЯ…	PUUUUTAIN…
343790	hub1_fisherman_quest_4_6	Ладно. Чайный домик.	Bon. La Maison de Thé.
343791	hub1_teahouse_2_1	Цуру, ты доставишь послание.	Tsuru, tu livreras le message.
343792	hub1_teahouse_2_2	Вынуждена отказать, госпожа Яэко. Я не хочу, чтобы меня видели в этом районе.	Je suis forcée de refuser, Madame Yaeko. Je ne veux pas être vue dans ce quartier
343793	hub1_teahouse_2_3	Купец Сэго подумает, что я обслуживаю его конкурентов. А он мой лучший клиент.	Le marchand Sego pensera que je sers ses concurrents. Et c’est mon meilleur client.
343794	hub1_teahouse_2_4	Я могу сходить, госпожа Яэко.	Je peux y aller, Madame Yaeko
343795	hub1_teahouse_2_5	Момо, ты нюня и плакса. Ты все испоганишь. Поэтому пойти должна Цуру.	Momo, tu es une pleurnicheuse et une mauviette. Tu vas tout gâcher. C’est pourquoi Tsuru doit y aller.
343796	hub1_teahouse_2_6	Вы оглохли, госпожа Яэко? Я СКАЗАЛА, Я НИКУДА НЕ ПОЙДУ!	Vous êtes sourde, Madame Yaeko ? J’AI DIT QUE JE N’IRAIS NULLE PART !
343797	hub1_teahouse_2_7	Как будто у тебя есть выбор! Запомни, соплячка, ты моя собственность!	Comme si tu avais le choix ! Retiens bien, morveuse, tu es ma propriété !
343798	hub1_teahouse_2_8	Пока я приношу больше всего мон чайному домику, то могу делать что захочу.	Tant que j’apporte le plus de mon à la maison de thé, je peux faire ce que je veux.
343799	hub1_teahouse_2_9	Ах, ты мелкая дрянь…	Ah, sale petite garce…
343800	hub1_teahouse_2_10	Извините, дамы, можно помешать вашей беседе…	Excusez-moi, mesdames, puis-je interrompre votre conversation…
343801	hub1_teahouse_2_11	А вам что надо, оборванцы?	Et vous, que voulez-vous, vauriens ?
343802	hub1_teahouse_2_12	По вам сразу видно, что у вас нет денег, чтобы даже рядом с чайным домиком постоять.	On voit tout de suite que vous n'avez pas d'argent, même pour vous tenir près de la maison de thé.
343803	hub1_teahouse_2_13	Как хорошо, что мои кулаки бесплатные.	Tant mieux, mes poings sont gratuits.
343804	hub1_teahouse_2_14	Извините, нам просто нужно забрать угря, которого вам продали утром.	Excusez-nous, nous devons juste récupérer l'anguille qu'on vous a vendue ce matin.
343805	hub1_teahouse_2_15	АХХАХАХА, мальчики, у вас проблемы с вашими нефритовыми жезлами?	AHHAHAHA, les garçons, vous avez des problèmes avec vos baguettes de jade ?
343806	hub1_teahouse_2_16	Че?	Quoi ?
343807	hub1_teahouse_2_17	Просто порошок из этой рыбы помогает мужчинам, чтобы их… жезл… ну, дольше…	La poudre de ce poisson aide les hommes à ce que leur… baguette… enfin, plus longtemps…
343808	hub1_teahouse_2_18	По ним видно, что они нуждаются в этом.	On voit bien qu'ils en ont besoin.
343809	hub1_teahouse_2_19	ВСЕ! Хорошо, что мне все равно кому бить морду.	ÇA SUFFIT ! Tant mieux, ça m'est égal à qui je casse la gueule.
343810	hub1_teahouse_2_20	Потише, потише, мальчик. Угря уже приготовили на кухне и подали клиентам.	Doucement, doucement, mon garçon. L'anguille a déjà été préparée en cuisine et servie aux clients
343811	hub1_teahouse_2_21	Ты опоздал, к сожалению.	Tu es en retard, malheureusement.
343812	hub1_teahouse_2_22	Да и не советую тебе размахивать кулаками. У меня связи по всему городу.	Je ne te conseille pas de te battre. J'ai des relations dans toute la ville
343813	hub1_teahouse_2_23	Стоит мне щелкнуть пальцами, и они узнают о том, что в Трущобах скрывается дзинко.	Il me suffit de claquer des doigts pour qu'ils apprennent qu'un Jinko se cache dans les Bas-fonds.
343814	hub1_teahouse_2_24	А че, твои гейши много где бывают?	Et tes geishas, elles vont souvent partout ?
343815	hub1_teahouse_2_25	Да, обслуживают клиентов по всему городу.	Oui, elles servent des clients dans toute la ville.
343816	hub1_teahouse_2_26	А в Архивах?	Et aux Archives ?
343817	hub1_teahouse_2_27	Ближе к делу, молодой человек.	Allons droit au but, jeune homme.
343818	hub1_teahouse_2_28	Мне нужно как то скрытно попасть в Императорские архивы.	Je dois me rendre discrètement aux Archives Impériales
343819	hub1_teahouse_2_29	Как я понимаю твои гейши знают как?	Si je comprends bien, tes geishas savent comment faire ?
343820	hub1_teahouse_2_30	Какое совпадение. У меня предложение, которое будет выгодно нам обоим, молодой человек.	Quel hasard. J'ai une proposition qui nous sera profitable à tous les deux, jeune homme.
