unit_id	context	ru_source	target
370497	hub1_fisherman_quest_1_5	Ладно, что нужно?	Va bene, cosa ti serve?
370498	hub1_fisherman_quest_1_6	Заберите у рыбака на пристани нефритового угря…	Prendete l'anguilla di giada dal pescatore al molo…
370499	hub1_fisherman_quest_1_7	Приготовлю божественный рамен!	Preparerò un ramen divino!
370500	hub1_fisherman_quest_1_8	Всего-то? Да без проблем.	Tutto qui? Nessun problema.
370501	hub1_fisherman_quest_1_9	Сейчас вообще не до того, извини.	Ora non posso proprio, scusa.
370502	hub1_fisherman_quest_1_10	Эх, ладно. Выгуляю свои старые кости.	Ah, va bene. Porterò a spasso le mie vecchie ossa.
370503	hub1_teahouse_1_1	Ну и кто это у нас?	E chi abbiamo qui?
370504	hub1_teahouse_1_2	О-о-о… какой милый лисёнок.	O-o-oh… che volpacchiotto carino.
370505	hub1_teahouse_1_3	И симпатичный наг…	E un Naga simpatico…
370506	hub1_teahouse_1_4	Даже не начинайте.	Non cominciate nemmeno.
370507	hub1_teahouse_1_5	А зачем тогда пришли?	Allora perché siete venuti?
370508	hub1_teahouse_1_6	Чайный домик — не приют для бездомных.	La casa da tè non è un rifugio per i senzatetto.
370509	hub1_teahouse_1_7	Мне нужен сопровождающий в город.	Ho bisogno di una scorta per la città.
370510	hub1_teahouse_1_8	ТЕБЕ?!	TU?!
370511	hub1_teahouse_1_9	Сопровождающий для дзинко?!	Una scorta per un Jinko?!
370512	hub1_teahouse_1_10	Мальчик, половина Империи захочет сдать за награду раньше…	Ragazzo, metà dell'Impero vorrà consegnarti per la ricompensa prima…
370513	hub1_teahouse_1_11	Чем ты дойдёшь до соседней улицы.	Che tu arrivi alla strada successiva.
370514	hub1_teahouse_1_12	Да понял я уже, хватит ржать.	Ho capito, smettila di ridere.
370515	hub1_teahouse_1_13	А куда тебе вообще надо?	E tu dove devi andare?
370516	hub1_teahouse_1_14	Вообще… нам нужна информация о дзинко. Документы, отчеты…	Beh... ci servono informazioni sui Jinko. Documenti, rapporti…
370517	hub1_teahouse_1_15	Может подскажите, где ее можно найти?	Potrebbe dirci dove trovarle?
370518	hub1_teahouse_1_16	Вам нужно в Архивы.	Dovete andare agli Archivi.
370519	hub1_teahouse_1_17	Там хранятся все старые документы Империи.	Lì sono conservati tutti i vecchi documenti dell'Impero.
370520	hub1_teahouse_1_18	И как туда попасть?	E come ci arriviamo?
370521	hub1_teahouse_1_19	Какое совпадение.	Che coincidenza.
370522	hub1_teahouse_1_20	У меня предложение, которое будет выгодно нам обоим, молодой человек.	Ho una proposta che sarà vantaggiosa per entrambi, giovane uomo.
370523	hub1_teahouse_1_21	Доставь это послание нашему человеку в Нижнем Городе…	Consegna questo messaggio al nostro uomo nella Città Bassa…
370524	hub1_teahouse_1_22	И он даст тебе ключ от туннелей под городом.	E ti darà la chiave per i tunnel sotto la città.
370525	hub1_teahouse_1_23	Там можно попасть в Архив.	Lì potrai accedere agli Archivi.
370526	hub1_teahouse_1_24	Сделка?	Affare fatto?
370527	hub1_teahouse_1_25	Уговор.	Affare fatto.
370528	hub1_teahouse_1_26	Леон, ты с ума сошел? Как ты проберешься через Нижний город?	Leon, sei impazzito? Come farai ad attraversare la Città Bassa?
370529	hub1_teahouse_1_27	По крышам.	Sui tetti.
370530	hub1_teahouse_1_28	Ой, какой самоуверенный.	Oh, che presuntuoso.
370531	hub1_teahouse_1_29	Мне нравится.	Mi piace.
370532	hub1_teahouse_1_30	Мне тоже.	Anche a me.
370533	hub1_teahouse_1_31	Я думаю у барахольщика Хадзуо ты найдешь что-нибудь…	Credo che dal rigattiere Hazuo troverai qualcosa…
370534	hub1_teahouse_1_32	Что поможет тебе в этом пути.	Che ti aiuterà in questo viaggio.
370535	hub1_teahouse_1_33	Что именно?	Cosa, esattamente?
370536	hub1_teahouse_1_34	Он же барахольщик. Какое-нибудь барахло.	È un rigattiere. Qualche cianfrusaglia.
370537	hub1_teahouse_1_35	Ладно, я загляну к нему.	Va bene, gli farò visita.
370538	hub1_scrappy_1_1	А, мои племяннички вернулись!	Ah, i miei nipotini sono tornati!
370539	hub1_scrappy_1_2	В поисках знаний, или вас привела нужда?	In cerca di conoscenza, o è la necessità che vi ha portato qui?
370540	hub1_scrappy_1_3	Нужно что-то, чтобы по крышам пройти.	Ci serve qualcosa per passare sui tetti.
370541	hub1_scrappy_1_4	По крышам, говорите…	Sui tetti, dite…
370542	hub1_scrappy_1_5	Ах! Это напоминает мне о мостах из бамбука времён императора Акито!	Ah! Questo mi ricorda i ponti di bambù dell'epoca dell'imperatore Akito!
370543	hub1_scrappy_1_6	Знаете ли вы, что его войска…	Sapete che le sue truppe…
370544	hub1_scrappy_1_7	Ты уверен, что у тебя в лавке вообще есть хоть что-то полезное?	Sei sicuro che nel tuo negozio ci sia qualcosa di utile?
370545	hub1_scrappy_1_8	Вот, к примеру, веер придворной дамы.	Ecco, per esempio, un ventaglio da dama di corte.
370546	hub1_scrappy_1_9	Когда она убегала к любовнику, этот звук маскировал её шаги…	Quando scappava dall'amante, questo suono mascherava i suoi passi…
370547	hub1_scrappy_1_10	Может, у тебя есть ещё бамбуковая зубочистка?	Forse hai anche uno stuzzicadenti di bambù?
370548	hub1_scrappy_1_11	Тоже пригодится, ага.	Sarà utile anche quello, sì.
370549	hub1_scrappy_1_12	Хадзуо, может быть, что-то попрактичнее?	Hazuo, forse qualcosa di più pratico?
370550	hub1_scrappy_1_13	А это — маска актёра.	E questa è una maschera da attore.
370551	hub1_scrappy_1_14	Один вор использовал её, чтобы стоять неподвижно на площади и притворяться статуей…	Un ladro la usava per stare immobile in piazza e fingersi una statua…
370552	hub1_scrappy_1_15	ВСЁ, ХВАТИТ! Мне не нужна коллекция пиздежа!	BASTA, ORA! Non mi serve una collezione di stronzate!
370553	hub1_scrappy_1_16	О! Инструмент кровельщиков.	Oh! Uno strumento da copritetto.
370554	hub1_scrappy_1_17	С его помощью поднимали черепицу! Для тебя то, что нужно.	Serviva per sollevare le tegole! È proprio quello che ti serve.
370555	hub1_scrappy_1_18	Наконец-то. Хоть раз твой мусор оказался в тему.	Finalmente. Per una volta la tua spazzatura è utile.
370556	hub1_scrappy_1_19	Спасибо, Хадзуо.	Grazie, Hazuo.
370557	hub1_scrappy_1_20	История всегда знает, когда подоспеть.	La storia sa sempre quando farsi avanti.
370558	hub1_fisherman_quest_2_1	Малыш, а ты не видел тут рыбака?	Piccolo, hai visto un pescatore da queste parti?
370559	hub1_fisherman_quest_2_2	Не мешайте мне, я занят.	Non disturbarmi, sono occupato.
370560	hub1_fisherman_quest_2_3	Пока не сделаю, меня не трогайте.	Finché non ho finito, non toccatemi.
370561	hub1_fisherman_quest_2_4	И че ты делаешь?	E che stai facendo?
370562	hub1_fisherman_quest_2_5	Хочу чтобы моя лягушка допрыгала до корабля.	Voglio che la mia rana salti fino alla nave.
370563	hub1_fisherman_quest_2_6	Дай сюда!	Dammela!
370564	hub1_fisherman_quest_2_7	Я ЩАС КОМУ ТО УШИ ПООТРЫВАЮ!	ORA SPACCERÒ QUALCHE TESTA!
370565	hub1_fisherman_quest_2_8	Твоя лягушка в трюме. Ну че, где рыбак?	La tua rana è nella stiva. Allora, dov'è il pescatore?
370566	hub1_fisherman_quest_2_9	Вау! Какой ты сильный!	Wow! Sei così forte!
370567	hub1_fisherman_quest_2_10	Да, дядя Унаги как всегда пьет, наверное. В банях.	Sì, zio Unagi sta bevendo come al solito, immagino. Ai bagni.
370568	hub1_fisherman_quest_2_11	Меня это начинает раздражать.	Questo sta iniziando a infastidirmi.
370569	hub1_fisherman_quest_2_12	Это разве не легкое задание?	Non è un compito facile?
370570	hub1_fisherman_quest_2_13	Спасибо, мальчик! Ты нам очень помог!	Grazie, ragazzo! Ci hai aiutato molto!
370571	hub1_fisherman_quest_2_14	Идем в баню.	Andiamo ai bagni.
370572	hub1_guard_1_1	Смотри!	Guarda!
370573	hub1_guard_1_2	За твою голову назначили награду!	C'è una taglia sulla tua testa!
370574	hub1_guard_1_3	10 тысяч мон!	10 mila mon!
370575	hub1_guard_1_4	Научись считать - ваще та 100 тысяч мон!	Impara a contare, sono 100 mila mon!
370576	hub1_guard_1_5	Я только приехал, а уже надо ломать морды.	Sono appena arrivato e già devo spaccare facce.
370577	hub1_guard_1_6	Не-не-не, мне столько не платят, шобы я даже смотрел в твою сторону.	No-no-no, non mi pagano abbastanza per guardarti anche solo.
370578	hub1_guard_1_7	Вы в баню шли? Вот и идите. Иннара в помощь.	Andavate ai bagni? Allora andateci. Inara vi aiuti.
370579	hub1_fisherman_quest_3_1	О, новые клиенты? Заходите, располагайтесь.	Oh, nuovi clienti? Entrate, mettetevi comodi.
370580	hub1_fisherman_quest_3_2	А ничего, что мы нелюди?	E non importa che siamo Non-umani?
370581	hub1_fisherman_quest_3_3	Мне все равно шерстяной ты или кожаный.	Non mi importa se sei peloso o di pelle.
370582	hub1_fisherman_quest_3_4	Хорошая баня нужна всем.	Un buon bagno serve a tutti.
370583	hub1_fisherman_quest_3_5	Да и у нас тут не такое не смотрят.	E qui da noi non si guarda a queste cose.
370584	hub1_fisherman_quest_3_6	Мокрая шерсть воняет.	Il pelo bagnato puzza.
370585	hub1_fisherman_quest_3_7	Вот кого я не люблю, так это алкоголиков.	Se c'è una cosa che non sopporto, sono gli alcolizzati.
370586	hub1_fisherman_quest_3_8	…	…
370587	hub1_fisherman_quest_3_9	Ну да, я дал ему саке. Но кто же знал, что он так нажрется.	Certo, gli ho dato del sake. Ma chi avrebbe mai detto che si sarebbe ubriacato così?
370588	hub1_fisherman_quest_3_10	Хотя… он каждый раз так нажирается.	Anche se… si ubriaca sempre così.
370589	hub1_fisherman_quest_3_11	Рыбак Унаги?	Il pescatore Unagi?
370590	hub1_fisherman_quest_3_12	Че надо?! Я отдыхаю.	Che vuoi?! Mi sto riposando.
370591	hub1_fisherman_quest_3_13	Ты меня достал.	Mi hai stufato.
370592	hub1_fisherman_quest_3_14	Ребят, выведите этого алкаша и сможете за мой счет потом попариться.	Ragazzi, portate via questo ubriacone e potrete farvi un bagno a spese mie.
370593	hub1_fisherman_quest_3_15	Слышь!	Ehi!
370594	hub1_fisherman_quest_3_16	Нам нужен нефритовый угорь для раменщика. Ты его поймал.	Ci serve un'anguilla di giada per il ramen-ya. L'hai presa.
370595	hub1_fisherman_quest_3_17	Может и поймал! А может и не поймал…	Forse l'ho presa! O forse no…
370596	hub1_fisherman_quest_3_18	Тащи опохмел. Без этого я с места не сдвинусь.	Portami un rimedio per i postumi. Senza quello non mi muovo.
370597	hub1_fisherman_quest_3_19	Я тебя сейчас сам двину!	Adesso ti muovo io!
370598	hub1_fisherman_quest_3_20	Леон, успокойся. Я могу легко сделать то, что приведет его в чувство.	Leon, calmati. Posso facilmente fare qualcosa per farlo rinsavire.
370599	hub1_fisherman_quest_3_21	Нужно лишь немного трав.	Mi servono solo un po' di erbe.
370600	hub1_fisherman_quest_3_22	Здесь должна быть лавка травника.	Qui dovrebbe esserci la bottega di un erborista.
370601	hub1_fisherman_quest_3_23	Ну пойдем поищем.	Bene, andiamo a cercare.
370602	hub1_asuna_archive_1_1	О, приятно увидеть новый лица в Трущобах.	Oh, è un piacere vedere volti nuovi nei Bassifondi.
370603	hub1_asuna_archive_1_2	Особенно такие необычные, как у вас.	Soprattutto così insoliti come i vostri.
370604	hub1_asuna_archive_1_3	Да, мы только приехали!	Sì, siamo appena arrivati!
370605	hub1_asuna_archive_1_4	Я еще не видел такой большой лавки с травами!	Non ho mai visto un negozio di erbe così grande!
370606	hub1_asuna_archive_1_5	У вас тут столько всего! Даже желтый многолетник есть!	Avete così tante cose qui! C'è persino una perenne gialla!
370607	hub1_asuna_archive_1_6	Я его давно не видел.	Non la vedevo da tanto tempo.
370608	hub1_asuna_archive_1_7	Может хватит трепаться? Мы вроде по делу пришли.	Forse è ora di smetterla di chiacchierare? Siamo venuti per affari.
370609	hub1_asuna_archive_1_8	Или мне вас оставить вдвоем?	O devo lasciarvi da soli?
370610	hub1_asuna_archive_1_9	Можешь и оставить. Я не против.	Puoi anche lasciarci. Non mi dispiace.
370611	hub1_asuna_archive_1_10	Думаю, двоим нагам всегда есть о чем поговорить…	Immagino che due Naga abbiano sempre qualcosa di cui parlare…
370612	hub1_asuna_archive_1_11	А у тебя горячее сердце. Я чувствую даже отсюда.	E tu hai un cuore caldo. Lo sento anche da qui.
370613	hub1_asuna_archive_1_12	Наверное, как и у всех дзинко	Probabilmente, come tutti i Jinko
370614	hub1_asuna_archive_1_13	И много ты видела дзинко?	E quanti Jinko hai visto?
370615	hub1_asuna_archive_1_14	Ты первый. Они же главные враги империи, так что их всех переловили.	Tu sei il primo. Sono i principali nemici dell'Impero, quindi li hanno catturati tutti.
370616	hub1_asuna_archive_1_15	Я удивлена, что ты разгуливаешь без ошейника.	Sono sorpresa che tu stia in giro senza collare.
370617	hub1_asuna_archive_1_16	Тут за каждым дзинко учет и слежка, не дай боги хоть один сбежит.	Ogni Jinko è registrato e sorvegliato, non sia mai che uno scappi.
370618	hub1_asuna_archive_1_17	И где этот «учет» можно посмотреть?	E dove posso vedere questa registrazione?
370619	hub1_asuna_archive_1_18	Я точно не знаю, но… я бы искала в Императорских архивах.	Non lo so di preciso, ma… cercherei negli Archivi Imperiali.
370620	hub1_asuna_archive_1_19	Там же буквально ВСЯ информация в Империи хранится.	Lì è letteralmente conservata TUTTA l'informazione dell'Impero.
370621	hub1_asuna_archive_1_20	Наконец-то хоть что- то полезное!	Finalmente qualcosa di utile!
370622	hub1_asuna_archive_1_21	Вообще мы хотели купить сушёный корень имбиря и чёрный лотос.	In realtà volevamo comprare radice di zenzero essiccata e loto nero.
370623	hub1_asuna_archive_1_22	У тебя найдется?	Ne hai?
370624	hub1_asuna_archive_1_23	У тебя найдется?	Ne hai?
370625	hub1_asuna_archive_1_24	Для тебя все найдется.	Per te c'è tutto.
370626	hub1_asuna_archive_1_25	Теперь понятно где искать информацию об Аки.	Ora so dove cercare informazioni su Aki.
370627	hub1_fisherman_quest_4_1	Ух, сразу жить захотелось. Спасибо вам, ребятки.	Uff, mi è tornata subito la voglia di vivere. Grazie, ragazzi.
370628	hub1_fisherman_quest_4_2	Угорь где?	Dov'è l'anguilla?
370629	hub1_fisherman_quest_4_3	Да я его продал в гейшам в чайном домике.	L'ho venduta alle geisha della casa da tè.
370630	hub1_fisherman_quest_4_4	Они мои любимые покупательницы.	Sono le mie clienti preferite.
370631	hub1_fisherman_quest_4_5	БЛЯЯЯЯЯ…	CAZZOOOO…
370632	hub1_fisherman_quest_4_6	Ладно. Чайный домик.	Va bene. Casa da tè.
370633	hub1_teahouse_2_1	Цуру, ты доставишь послание.	Tsuru, tu consegnerai il messaggio.
370634	hub1_teahouse_2_2	Вынуждена отказать, госпожа Яэко. Я не хочу, чтобы меня видели в этом районе.	Devo rifiutare, signora Yaeko. Non voglio essere vista in questo quartiere.
370635	hub1_teahouse_2_3	Купец Сэго подумает, что я обслуживаю его конкурентов. А он мой лучший клиент.	Il mercante Sego penserà che servo i suoi concorrenti. Ed è il mio miglior cliente.
370636	hub1_teahouse_2_4	Я могу сходить, госпожа Яэко.	Posso andarci io, signora Yaeko.
370637	hub1_teahouse_2_5	Момо, ты нюня и плакса. Ты все испоганишь. Поэтому пойти должна Цуру.	Momo, sei una piagnucolona e una frignona. Rovinerai tutto. Per questo deve andare Tsuru.
370638	hub1_teahouse_2_6	Вы оглохли, госпожа Яэко? Я СКАЗАЛА, Я НИКУДА НЕ ПОЙДУ!	Siete sorda, signora Yaeko? HO DETTO CHE NON CI VADO!
370639	hub1_teahouse_2_7	Как будто у тебя есть выбор! Запомни, соплячка, ты моя собственность!	Come se avessi scelta! Ricorda, mocciosa, sei di mia proprietà!
370640	hub1_teahouse_2_8	Пока я приношу больше всего мон чайному домику, то могу делать что захочу.	Finché porto più mon alla casa da tè, posso fare quello che voglio.
370641	hub1_teahouse_2_9	Ах, ты мелкая дрянь…	Ah, piccola carogna…
370642	hub1_teahouse_2_10	Извините, дамы, можно помешать вашей беседе…	Scusate, signore, posso interrompere la vostra conversazione…
370643	hub1_teahouse_2_11	А вам что надо, оборванцы?	E voi cosa volete, straccioni?
370644	hub1_teahouse_2_12	По вам сразу видно, что у вас нет денег, чтобы даже рядом с чайным домиком постоять.	Si vede subito che non hai i soldi nemmeno per stare vicino alla casa da tè.
370645	hub1_teahouse_2_13	Как хорошо, что мои кулаки бесплатные.	Meno male che i miei pugni sono gratis.
370646	hub1_teahouse_2_14	Извините, нам просто нужно забрать угря, которого вам продали утром.	Scusate, dobbiamo solo riprendere l'anguilla che vi hanno venduto stamattina.
370647	hub1_teahouse_2_15	АХХАХАХА, мальчики, у вас проблемы с вашими нефритовыми жезлами?	AHAHAHAHA, ragazzi, avete problemi con le vostre bacchette di giada?
370648	hub1_teahouse_2_16	Че?	Cosa?
370649	hub1_teahouse_2_17	Просто порошок из этой рыбы помогает мужчинам, чтобы их… жезл… ну, дольше…	La polvere di questo pesce aiuta gli uomini a far sì che la loro… bacchetta… beh, più a lungo…
370650	hub1_teahouse_2_18	По ним видно, что они нуждаются в этом.	Si vede che ne hanno bisogno.
370651	hub1_teahouse_2_19	ВСЕ! Хорошо, что мне все равно кому бить морду.	BENE! Meno male che non mi importa chi picchiare.
370652	hub1_teahouse_2_20	Потише, потише, мальчик. Угря уже приготовили на кухне и подали клиентам.	Calma, calma, ragazzo. L'anguilla è già stata preparata in cucina e servita ai clienti.
370653	hub1_teahouse_2_21	Ты опоздал, к сожалению.	Sei in ritardo, purtroppo.
370654	hub1_teahouse_2_22	Да и не советую тебе размахивать кулаками. У меня связи по всему городу.	E non ti consiglio di usare i pugni. Ho contatti in tutta la città.
370655	hub1_teahouse_2_23	Стоит мне щелкнуть пальцами, и они узнают о том, что в Трущобах скрывается дзинко.	Mi basta schioccare le dita e sapranno che un Jinko si nasconde nei Bassifondi.
370656	hub1_teahouse_2_24	А че, твои гейши много где бывают?	Ehi, le tue geisha vanno in molti posti?
370657	hub1_teahouse_2_25	Да, обслуживают клиентов по всему городу.	Sì, servono clienti in tutta la città.
370658	hub1_teahouse_2_26	А в Архивах?	E negli Archivi?
370659	hub1_teahouse_2_27	Ближе к делу, молодой человек.	Vieni al dunque, giovane.
370660	hub1_teahouse_2_28	Мне нужно как то скрытно попасть в Императорские архивы.	Devo entrare di nascosto negli Archivi Imperiali.
370661	hub1_teahouse_2_29	Как я понимаю твои гейши знают как?	Immagino che le tue geisha sappiano come fare?
370662	hub1_teahouse_2_30	Какое совпадение. У меня предложение, которое будет выгодно нам обоим, молодой человек.	Che coincidenza. Ho una proposta che sarà vantaggiosa per entrambi, giovane.
370663	hub1_teahouse_2_31	Доставь это послание нашему человеку в Нижнем Городе и он даст тебе ключ от туннелей под городом.	Consegna questo messaggio al nostro uomo nella Città Bassa e ti darà la chiave dei tunnel sotto la città.
370664	hub1_teahouse_2_32	Там можно попасть в Архив.	Lì puoi accedere agli Archivi.
370665	hub1_teahouse_2_33	Сделка?	Affare fatto?
370666	hub1_teahouse_2_34	Уговор.	Affare fatto.
370667	hub1_teahouse_2_35	Леон, ты с ума сошел? Как ты проберешься через Нижний город?	Leon, sei impazzito? Come farai ad attraversare la Città Bassa?
370668	hub1_teahouse_2_36	По крышам.	Sui tetti.
370669	hub1_teahouse_2_37	Мне нравится твой настрой.	Mi piace il tuo atteggiamento.
370670	hub1_teahouse_2_38	Я думаю у барахольщика Хадзуо ты найдешь что-нибудь, что поможет тебе в этом пути.	Credo che dal rigattiere Hazuo troverai qualcosa che ti aiuterà in questo viaggio.
370671	hub1_teahouse_2_39	Что именно?	Cosa, esattamente?
