unit_id	context	ru_source	target
371351	hub1_fisherman_quest_2_2	Не мешайте мне, я занят.	방해하지 마, 나 바빠.
371352	hub1_fisherman_quest_2_3	Пока не сделаю, меня не трогайте.	내가 다 할 때까지 건들지 마.
371353	hub1_fisherman_quest_2_4	И че ты делаешь?	그래서 뭐 하는 건데?
371354	hub1_fisherman_quest_2_5	Хочу чтобы моя лягушка допрыгала до корабля.	내 개구리가 배까지 뛰어가게 하고 싶어.
371355	hub1_fisherman_quest_2_6	Дай сюда!	이리 내놔!
371356	hub1_fisherman_quest_2_7	Я ЩАС КОМУ ТО УШИ ПООТРЫВАЮ!	누구 귀라도 뜯어버릴라!
371357	hub1_fisherman_quest_2_8	Твоя лягушка в трюме. Ну че, где рыбак?	네 개구리는 선창에 있다. 그래서, 어디에 낚시꾼이 있지?
371358	hub1_fisherman_quest_2_9	Вау! Какой ты сильный!	와! 정말 강하시네요!
371359	hub1_fisherman_quest_2_10	Да, дядя Унаги как всегда пьет, наверное. В банях.	네, 우나기 아저씨는 여전히 술 마시고 계실 거예요. 아마도 목욕탕에서요.
371360	hub1_fisherman_quest_2_11	Меня это начинает раздражать.	이제 좀 짜증나기 시작하는데.
371361	hub1_fisherman_quest_2_12	Это разве не легкое задание?	이거 쉬운 퀘스트 아니었어?
371362	hub1_fisherman_quest_2_13	Спасибо, мальчик! Ты нам очень помог!	고마워요, 꼬마야! 정말 큰 도움이 됐어요!
371363	hub1_fisherman_quest_2_14	Идем в баню.	목욕탕으로 가자.
371364	hub1_guard_1_1	Смотри!	봐요!
371365	hub1_guard_1_2	За твою голову назначили награду!	당신 머리에 현상금이 걸렸어요!
371366	hub1_guard_1_3	10 тысяч мон!	10천 몬!
371367	hub1_guard_1_4	Научись считать - ваще та 100 тысяч мон!	계산 좀 배워, 씨발 10만 몬이라고!
371368	hub1_guard_1_5	Я только приехал, а уже надо ломать морды.	막 도착했는데 벌써 얼굴을 때려부숴야 하네.
371369	hub1_guard_1_6	Не-не-не, мне столько не платят, шобы я даже смотрел в твою сторону.	아니-아니-아니, 그 정도 돈 받는 거 아니면 네 쪽은 쳐다보지도 않아.
371370	hub1_guard_1_7	Вы в баню шли? Вот и идите. Иннара в помощь.	목욕탕 갈 거였지? 그럼 가. 이나라의 가호가 함께하길.
371371	hub1_fisherman_quest_3_1	О, новые клиенты? Заходите, располагайтесь.	오, 새 손님? 들어오세요, 편히 쉬세요.
371372	hub1_fisherman_quest_3_2	А ничего, что мы нелюди?	우리가 비인간인 건 괜찮아?
371373	hub1_fisherman_quest_3_3	Мне все равно шерстяной ты или кожаный.	털이 많든 가죽이든 상관없어.
371374	hub1_fisherman_quest_3_4	Хорошая баня нужна всем.	좋은 목욕은 누구에게나 필요하니까.
371375	hub1_fisherman_quest_3_5	Да и у нас тут не такое не смотрят.	게다가 여긴 그런 거 신경 안 써.
371376	hub1_fisherman_quest_3_6	Мокрая шерсть воняет.	젖은 털 냄새 존나다.
371377	hub1_fisherman_quest_3_7	Вот кого я не люблю, так это алкоголиков.	내가 정말 싫어하는 건 알코올 중독자야.
371378	hub1_fisherman_quest_3_8	…	…
371379	hub1_fisherman_quest_3_9	Ну да, я дал ему саке. Но кто же знал, что он так нажрется.	그래, 내가 사케를 줬어. 하지만 그가 그렇게 취할 줄 누가 알았겠어.
371380	hub1_fisherman_quest_3_10	Хотя… он каждый раз так нажирается.	하지만… 그는 매번 그렇게 취해.
371381	hub1_fisherman_quest_3_11	Рыбак Унаги?	어부 우나기?
371382	hub1_fisherman_quest_3_12	Че надо?! Я отдыхаю.	뭐야?! 나 쉬고 있다고.
371383	hub1_fisherman_quest_3_13	Ты меня достал.	너 짜증나게 하네.
371384	hub1_fisherman_quest_3_14	Ребят, выведите этого алкаша и сможете за мой счет потом попариться.	얘들아, 이 술고래 좀 끌고 나가면 내가 돈 내서 목욕탕 쓸 수 있게 해줄게.
371385	hub1_fisherman_quest_3_15	Слышь!	야!
371386	hub1_fisherman_quest_3_16	Нам нужен нефритовый угорь для раменщика. Ты его поймал.	라멘 가게 주인에게 옥 같은 장어가 필요해. 잡았어?
371387	hub1_fisherman_quest_3_17	Может и поймал! А может и не поймал…	잡았을 수도 있고, 안 잡았을 수도 있고…
371388	hub1_fisherman_quest_3_18	Тащи опохмел. Без этого я с места не сдвинусь.	숙취 해소제 좀 가져와. 이거 없인 꿈쩍도 못 하겠어.
371389	hub1_fisherman_quest_3_19	Я тебя сейчас сам двину!	내가 지금 바로 꿈쩍하게 해줄까!
371390	hub1_fisherman_quest_3_20	Леон, успокойся. Я могу легко сделать то, что приведет его в чувство.	레온, 진정해. 그를 정신 차리게 할 수 있는 걸 쉽게 만들 수 있어.
371391	hub1_fisherman_quest_3_21	Нужно лишь немного трав.	약초 조금만 있으면 돼.
371392	hub1_fisherman_quest_3_22	Здесь должна быть лавка травника.	여기 근처에 약초 가게가 있을 거야.
371393	hub1_fisherman_quest_3_23	Ну пойдем поищем.	그럼 찾아보러 가자.
371394	hub1_asuna_archive_1_1	О, приятно увидеть новый лица в Трущобах.	오, 빈민가에 새로운 얼굴을 보니 반갑네.
371395	hub1_asuna_archive_1_2	Особенно такие необычные, как у вас.	특히 너희처럼 특이한 얼굴은 더더욱.
371396	hub1_asuna_archive_1_3	Да, мы только приехали!	네, 우리 방금 도착했어요!
371397	hub1_asuna_archive_1_4	Я еще не видел такой большой лавки с травами!	이렇게 큰 약초 가게는 처음 봐요!
371398	hub1_asuna_archive_1_5	У вас тут столько всего! Даже желтый многолетник есть!	여기 정말 많은 게 있네요! 노란 다년생 식물도 있어요!
371399	hub1_asuna_archive_1_6	Я его давно не видел.	오랫동안 못 봤어요.
371400	hub1_asuna_archive_1_7	Может хватит трепаться? Мы вроде по делу пришли.	이제 좀 그만 지껄여? 우리 일 보러 왔잖아.
371401	hub1_asuna_archive_1_8	Или мне вас оставить вдвоем?	아님 둘이 남겨둘까?
371402	hub1_asuna_archive_1_9	Можешь и оставить. Я не против.	남겨도 돼. 나야 상관없지.
371403	hub1_asuna_archive_1_10	Думаю, двоим нагам всегда есть о чем поговорить…	나가 둘이면 항상 할 얘기가 있겠지…
371404	hub1_asuna_archive_1_11	А у тебя горячее сердце. Я чувствую даже отсюда.	너는 뜨거운 심장을 가졌구나. 여기서도 느껴져.
371405	hub1_asuna_archive_1_12	Наверное, как и у всех дзинко	아마도 모든 진코가 그렇겠죠
371406	hub1_asuna_archive_1_13	И много ты видела дзинко?	진코를 많이 봤냐?
371407	hub1_asuna_archive_1_14	Ты первый. Они же главные враги империи, так что их всех переловили.	네가 처음이야. 그들은 제국의 주적이니까 전부 잡혔지.
371408	hub1_asuna_archive_1_15	Я удивлена, что ты разгуливаешь без ошейника.	목줄 없이 돌아다니는 게 신기하네.
371409	hub1_asuna_archive_1_16	Тут за каждым дзинко учет и слежка, не дай боги хоть один сбежит.	여긴 진코마다 기록과 감시가 있어, 하나라도 도망치면 큰일이야.
371410	hub1_asuna_archive_1_17	И где этот «учет» можно посмотреть?	그 '기록'은 어디서 볼 수 있지?
371411	hub1_asuna_archive_1_18	Я точно не знаю, но… я бы искала в Императорских архивах.	정확히는 모르겠지만… 제국 기록 보관소에서 찾아볼 것 같아.
371412	hub1_asuna_archive_1_19	Там же буквально ВСЯ информация в Империи хранится.	거긴 말 그대로 제국의 모든 정보가 저장되어 있어.
371413	hub1_asuna_archive_1_20	Наконец-то хоть что- то полезное!	드디어 뭐라도 쓸만한 거냐!
371414	hub1_asuna_archive_1_21	Вообще мы хотели купить сушёный корень имбиря и чёрный лотос.	사실 말씀드리면, 말린 생강 뿌리와 검은 연꽃을 사고 싶었습니다.
371415	hub1_asuna_archive_1_22	У тебя найдется?	혹시 있으신가요?
371416	hub1_asuna_archive_1_23	У тебя найдется?	혹시 가지고 있나요?
371417	hub1_asuna_archive_1_24	Для тебя все найдется.	당신을 위해서라면 뭐든지 다 있죠.
371418	hub1_asuna_archive_1_25	Теперь понятно где искать информацию об Аки.	이제 아키에 대한 정보를 어디서 찾아야 할지 알겠네.
371419	hub1_fisherman_quest_4_1	Ух, сразу жить захотелось. Спасибо вам, ребятки.	와, 갑자기 살 맛 나네. 고마워, 친구들.
371420	hub1_fisherman_quest_4_2	Угорь где?	장어는 어디 있냐?
371421	hub1_fisherman_quest_4_3	Да я его продал в гейшам в чайном домике.	아, 그건 찻집 게이샤들에게 팔았어.
371422	hub1_fisherman_quest_4_4	Они мои любимые покупательницы.	걔네가 내 단골 손님이거든.
371423	hub1_fisherman_quest_4_5	БЛЯЯЯЯЯ…	씨이이이발…
371424	hub1_fisherman_quest_4_6	Ладно. Чайный домик.	됐어. 찻집으로 가자.
371425	hub1_teahouse_2_1	Цуру, ты доставишь послание.	츠루, 네가 이 편지를 전해 주렴.
371426	hub1_teahouse_2_2	Вынуждена отказать, госпожа Яэко. Я не хочу, чтобы меня видели в этом районе.	거절해야겠어요, 야에코 님. 이 동네에서 제가 보이는 건 원치 않아요.
371427	hub1_teahouse_2_3	Купец Сэго подумает, что я обслуживаю его конкурентов. А он мой лучший клиент.	세고 상인이 제가 그의 경쟁자들을 상대한다고 생각할 거예요. 그는 제 최고의 고객이에요.
371428	hub1_teahouse_2_4	Я могу сходить, госпожа Яэко.	제가 갈 수 있어요, 야에코 님.
371429	hub1_teahouse_2_5	Момо, ты нюня и плакса. Ты все испоганишь. Поэтому пойти должна Цуру.	모모, 너는 겁쟁이에 울보야. 네가 다 망칠 거야. 그래서 츠루가 가야 해.
371430	hub1_teahouse_2_6	Вы оглохли, госпожа Яэко? Я СКАЗАЛА, Я НИКУДА НЕ ПОЙДУ!	귀가 먹었어요, 야에코 님? 제가 말했잖아요, 전 안 간다고요!
371431	hub1_teahouse_2_7	Как будто у тебя есть выбор! Запомни, соплячка, ты моя собственность!	너한테 선택권이 있는 것처럼! 기억해, 꼬맹아, 넌 내 소유물이야!
371432	hub1_teahouse_2_8	Пока я приношу больше всего мон чайному домику, то могу делать что захочу.	내가 찻집에 가장 많은 돈을 벌어다 주는 한, 난 내가 원하는 대로 할 수 있어.
371433	hub1_teahouse_2_9	Ах, ты мелкая дрянь…	아, 이 꼬마 자식…
371434	hub1_teahouse_2_10	Извините, дамы, можно помешать вашей беседе…	실례합니다, 숙녀분들, 대화 좀 방해해도 될까요…
371435	hub1_teahouse_2_11	А вам что надо, оборванцы?	너희는 또 뭔데, 거지 새끼들?
371436	hub1_teahouse_2_12	По вам сразу видно, что у вас нет денег, чтобы даже рядом с чайным домиком постоять.	당신들을 보니 찻집 근처에 서 있을 돈조차 없다는 게 바로 보이네요.
371437	hub1_teahouse_2_13	Как хорошо, что мои кулаки бесплатные.	내 주먹은 공짜라서 다행이네.
371438	hub1_teahouse_2_14	Извините, нам просто нужно забрать угря, которого вам продали утром.	실례합니다, 아침에 팔았던 장어를 찾으러 왔습니다.
371439	hub1_teahouse_2_15	АХХАХАХА, мальчики, у вас проблемы с вашими нефритовыми жезлами?	아하하하, 얘들아, 너희 옥 같은 자지에 문제라도 있어?
371440	hub1_teahouse_2_16	Че?	뭐?
371441	hub1_teahouse_2_17	Просто порошок из этой рыбы помогает мужчинам, чтобы их… жезл… ну, дольше…	그 생선 가루는 남자들이... 자지가... 음, 더 오래... 하게 도와준다나 봐
371442	hub1_teahouse_2_18	По ним видно, что они нуждаются в этом.	걔네 보면 그게 필요해 보이잖아.
371443	hub1_teahouse_2_19	ВСЕ! Хорошо, что мне все равно кому бить морду.	됐어! 누구 얼굴을 때리든 상관없으니 다행이네.
371444	hub1_teahouse_2_20	Потише, потише, мальчик. Угря уже приготовили на кухне и подали клиентам.	진정해, 진정해, 꼬마야. 장어는 이미 주방에서 요리해서 손님들께 내놨단다.
371445	hub1_teahouse_2_21	Ты опоздал, к сожалению.	안타깝게도 너는 늦었어.
371446	hub1_teahouse_2_22	Да и не советую тебе размахивать кулаками. У меня связи по всему городу.	그리고 주먹을 휘두르지 않는 게 좋을 거야. 나는 도시 전체에 연줄이 있으니까.
371447	hub1_teahouse_2_23	Стоит мне щелкнуть пальцами, и они узнают о том, что в Трущобах скрывается дзинко.	내가 손가락만 튕겨도, 그들은 빈민가에 진코가 숨어 있다는 걸 알게 될 거야.
371448	hub1_teahouse_2_24	А че, твои гейши много где бывают?	어, 네 게이샤들은 여러 곳에 다니나?
371449	hub1_teahouse_2_25	Да, обслуживают клиентов по всему городу.	네, 도시 전체의 고객들을 상대하지.
371450	hub1_teahouse_2_26	А в Архивах?	기록 보관소에도?
